sentence,fuel,machine,others,part,price,service
"Miturut kula, kangge ekonomi menengah ke bawah, Toyota Calya sae sanget reginipun.",neutral,neutral,neutral,neutral,positive,neutral
"Kualitas ingkang dipun-paringaken lan reginipun murah, miturut kula Ignis punika worth to buy sanget.",neutral,neutral,positive,neutral,positive,neutral
"Gunakna New Avanza, Bu. Nanging boros bensin, haha.",negative,neutral,neutral,neutral,neutral,neutral
"Cooper punika alit, nanging reginipun larang.",neutral,neutral,neutral,neutral,negative,neutral
"Kula mboten nate bosan migunakake Vario kangge dhateng kampus.",neutral,neutral,positive,neutral,neutral,neutral
"Reginipun larang, nanging fiturnipun mekaten mekaten kemawon.",neutral,neutral,neutral,negative,negative,neutral
"Yamaha Lexi speedipun gila, tarikanipun juara, nanging, bensinipun boros, bro.",negative,positive,neutral,neutral,neutral,neutral
"Kula remen sanget kaliyan Xenia Li. Mbayar boten kathah, nanging damelipun mantap.",neutral,neutral,positive,neutral,positive,neutral
"Honda HRV, gasipun alon menawi ing dalan mboten rata, rame swantenipun.",neutral,negative,neutral,neutral,neutral,neutral
"Xenia punika mobil ingkang irit oli (namung 2 liter), irit sparepart (sparepart namung sakedhik).",positive,neutral,neutral,positive,neutral,neutral
"Interior Avanza Veloz ugi sampun dipun-damel langkung modern lan elegan.",neutral,neutral,neutral,positive,neutral,neutral
"Cetha desain Mazda CX-3 langkung endah dipun-tingali saking ngajeng, samping, lan wingking.",neutral,neutral,neutral,positive,neutral,neutral
"Ngantos sapunika, kula mboten nate gadhah masalah, lan mesthi mesinnipun kiyat lan bandel, utaminipun kangge dalan nanjak wonten pegunungan. Pokokipun, Avanza ingkang paling sae.",neutral,positive,positive,neutral,neutral,neutral
"Desain interior CX-3 langkung sederhana, elegan, lan berkelas tinimbang CH-R ingkang kesannya ruwet.",neutral,neutral,neutral,negative,neutral,neutral
"Payah, bengkel resmi Honda boten becus... punika malah langkung sumerep.",neutral,neutral,neutral,neutral,negative,neutral
"Tarikan Jazz langkung sae tinimbang Brio.",neutral,negative,neutral,neutral,neutral,neutral
"Miturut kula, saking pandangan mata, Brio punika mewah, sanajan fiturnipun winates, lan saking gengsi ugi béda.",neutral,neutral,positive,negative,neutral,neutral
"Kaki-kaki HR-V kados-kados boten kokoh.",neutral,neutral,neutral,negative,neutral,neutral
"Ignis punika city car paling terjangkau miturut poin-poin ingkang sampun dipun sebataken.",neutral,neutral,neutral,neutral,positive,neutral
"Sakabehing Avanza sae, kajawi pemakaian bensin ingkang boros sanget.",negative,neutral,positive,neutral,neutral,neutral
"Kekiranganipun namung satunggal, shock-nipun keras sanget.",neutral,neutral,neutral,negative,neutral,neutral
"Sanajan kathah pesaing enggal kaliyan model lan fitur ingkang langkung sae, tetep Avanza punika wonten ing manah.",neutral,neutral,positive,neutral,neutral,neutral
"Bensin 1:15 kangge perjalanan luar kota (punika sampun irit sanget, ta?), lincah ing tikungan, namung standar kemawon.",positive,positive,neutral,neutral,neutral,neutral
"Kula remen sanget kaliyan Xenia, perawatanipun murah, panganggénipun gampang, lan sparepartipun sae.",neutral,neutral,positive,positive,neutral,positive
"Ageng sanget kapasitas Avanza, ruanganipun lega.",neutral,neutral,neutral,positive,neutral,neutral
"Kula kagungan Avanza G 2008, ing wulan Juni kepengker, kula mundhut saking Tunas Toyota, nanging koplingipun sampun rada abot.",neutral,neutral,neutral,negative,neutral,neutral
"Kula nembe mundhut HR-V Prestige akhir tahun 2017, sakabehing sae kangge dipun-ginakaken.",neutral,neutral,positive,neutral,neutral,neutral
"Wah, Wuling Formo mesinnipun 1200 cc, menarik kaliyan reginipun ingkang kompetitif.",neutral,positive,neutral,neutral,negative,neutral
"Kula remen sanget kaliyan Avanza, amargi ruang bagasi saget nampung ngantos 5 tas ageng kanthi susunan rapi.",neutral,neutral,neutral,positive,neutral,neutral
"Fitur keamanan punika cukup ndhudhung kasta Avanza supados saged jumbuh kaliyan low MPV sanes ingkang sampun langkung rumiyin nganggo airbag, keren ta?",neutral,neutral,neutral,positive,neutral,neutral
"Masa konsumsi bensin Toyota Avanza Veloz 12,5 liter per kilometer, boros sanget.",negative,neutral,neutral,neutral,neutral,neutral
"Menawi mboten purun boros, aja mundhut Scoopy.",negative,neutral,neutral,neutral,neutral,neutral
"Menawi down shifting lajeng gaspol, rasane mung nambah RPM kemawon, nanging tenaga kosong lan mesinnipun asring nglitik.",neutral,negative,neutral,neutral,neutral,neutral
"Kula remen Fortuner amargi lincah, tinimbang Ertiga ingkang tenaganipun lemah.",neutral,negative,neutral,neutral,neutral,neutral
"Luwih sae Pajero, sederhana, boten kathah desain.",neutral,neutral,neutral,positive,neutral,neutral
"Wuling punika mobil ingkang bandel wonten sedaya medan, irit bahan bakar, desainipun dinamis lan mewah, ugi reginipun terjangkau.",positive,positive,neutral,positive,positive,neutral
"Xpander punika MPV paling sae kangge tiyang ingkang nggoleki mobil MPV ingkang canggih.",neutral,neutral,positive,neutral,neutral,neutral
"Menawi tiyang ningali Xpander, kesanipun mesthi keren desainipun.",neutral,neutral,neutral,positive,neutral,neutral
"Kok pelayanane makin awon ta wonten AHAS Terang Anugerah Pamulang?",neutral,neutral,neutral,neutral,neutral,negative
"Kula nate nganggé Avanza mlebet luar kota saking enjing dumugi sonten, mesin lan AC nyala tanpa mandheg, nanging tetep stabil.",neutral,positive,neutral,positive,neutral,neutral
"Menawi mesin lan tampilan, Brio Satya unggul, nanging menawi empuk lan reginipun murah, Karimun langkung sae.",neutral,positive,neutral,positive,positive,neutral
"Toyota Avanza Veloz enggal punika ngginakaken mesin Dual VVT-i ingkang sadèrèngipun ngginakaken single VVT-I Juragan mantap.",neutral,positive,neutral,neutral,neutral,neutral
"Service wonten bengkel Daihatsu reginipun larang sanget, onderdil ingkang taksih sae dipun-gantos déning CS/mekanik. Sekali service 2 juta.",neutral,neutral,neutral,neutral,neutral,negative
"Mobilio ireng punika cukup ndadekake tiyang heran, lan nalikane ngginakaken ugi kroso gagah.",neutral,neutral,positive,neutral,neutral,neutral
"Brio paling cocok kangge mahasiswa amargi gayane ingkang sederhana lan minimalis.",neutral,neutral,neutral,positive,neutral,neutral
"Kula sopir operasional, ngginakaken Altis V. Kangge mesin kula ngakeni menawa sae, tarikane mantap, lan handlingipun wow.",neutral,positive,neutral,positive,neutral,neutral
"Xenia Xi Sporty, sacara sakabèhing, kula remen kaliyan mobil punika.",neutral,neutral,positive,neutral,neutral,neutral
"Milih Xenia amargi faktor rega lan servis Xenia punika mesthi langkung murah, hehe.",neutral,neutral,neutral,neutral,positive,positive
"Vario awakipun langkung kokoh tinimbang Mio.",neutral,neutral,neutral,negative,neutral,neutral
"Agya punika mobil ingkang sae lan keren gayane.",neutral,neutral,positive,positive,neutral,neutral
"Masak kedah ngantos sataun namung kangge inden Xpander? Kula kecewa!",neutral,neutral,neutral,neutral,neutral,negative
"Sakabehing, ngginakaken Xenia lumayan irit.",positive,neutral,neutral,neutral,neutral,neutral
"Komfort langkung unggul Xpander, langkung kedap lan bantinganipun nyaman sanget. Reginipun ugi langkung murah.",neutral,neutral,positive,neutral,positive,neutral
"Tampilan desain dasbor interior Avanza katingal langkung mewah lan stylish.",neutral,neutral,neutral,positive,neutral,neutral
"Performa mesin Rush ugi boten ketinggalan kaliyan SUV sanèsipun.",neutral,positive,neutral,neutral,neutral,neutral
"Kula sampun dangu ngginakaken Xenia, nanging enggal punika nemu AC ingkang boten sae lan jog ingkang kaku.",neutral,neutral,neutral,negative,neutral,neutral
"Sampun tumbas ingkang 2019, nanging wonten 1 kekirangan, jokipun kurang nyaman.",neutral,neutral,neutral,negative,neutral,neutral
"Honda Beat Street punika sepeda motor ingkang saged dipun-sebat murah, nanging boten murahan. Amargi kejawi keren, ugi gampang dipun-modifikasi.",neutral,neutral,positive,neutral,positive,neutral
"Jog penumpang mobil Wuling Formo katingal nyaman.",neutral,neutral,neutral,positive,neutral,neutral
"Nissan GL kok boten banget, ta?",neutral,neutral,negative,neutral,neutral,neutral
"Xenia 1:8-9 boros ugi, juragan, amargi bodi ageng lan CC alit, mebboten?",negative,neutral,neutral,neutral,neutral,neutral
"Menapa-mana, sanajan jarak cendhak utawi tebih, tetep nyaman ngginakaken Scoopy. Muatan bagasi kathah lan mesin boten enggal panas.",neutral,positive,positive,positive,neutral,neutral
"Kula kagungan Grand Livina XV taun 2011, irite juara, bang.",positive,neutral,neutral,neutral,neutral,neutral
"Enak sih ngginakaken Brio, pasaranipun ugi stabil.",neutral,neutral,positive,neutral,positive,neutral
"Komfort Vario langkung unggul tinimbang Mio.",neutral,neutral,negative,neutral,neutral,neutral
"Li biru DLX, rega jualipun ugi inggil. Tumbas taun 2004 sakitar 80 jutaan, lajeng dipun-jual 2009 90 jutaan. Untung, juragan.",neutral,neutral,neutral,neutral,positive,neutral
"Pajero dong, sampun ganteng saking jawi, tenaga ugi jangkep.",neutral,positive,neutral,positive,neutral,neutral
"Kula ngginakaken All New Honda Brio Satya E, juragan. Sangat nyaman lan sae, luwih-luwih merekipun H, rega jualipun ugi stabil.",neutral,neutral,positive,neutral,positive,neutral
"Xenia, awakipun sampun sae, namung cekap ganti kaki-kaki kemawon. Mugi-mugi modifikasi panjenengan nyenengake.",neutral,neutral,neutral,positive,neutral,neutral
"Miturut kula, babagan kenyamanan, All New Pajero Sport langkung unggul, langkung nyaman tinimbang All New Fortuner ingkang keras sanget miturut kula.",neutral,neutral,negative,neutral,neutral,neutral
"Akhire, kula tumbas Avanza amargi bandel sanget, reginipun ugi pas kaliyan kanthong.",neutral,positive,neutral,neutral,positive,neutral
"Tetep kemawon, Mobilio taksih dados mobil MPV kulawarga kelas menengah ke ngandhap ingkang paling sae tinimbang kompetitoripun. BBM paling irit, kabin paling lega nganti baris katelu, model paling endah, mesin ugi paling kenceng tinimbang kompetitoripun, desain interior ugi paling saé.",positive,positive,positive,positive,neutral,neutral
"Boten nggumun, juragan, amargi Avanza kagungan fitur ingkang cekap lengkep kaliyan rega ingkang boten mekso larang.",neutral,neutral,neutral,positive,positive,neutral
"Kula ngginakaken Xpander amargi boten murahan.",neutral,neutral,positive,neutral,neutral,neutral
"After-sales service Yamaha mesthi langkung ngedepake customer tinimbang bathi piyambak.",neutral,neutral,neutral,neutral,neutral,positive
"Tenaga Fortuner tebih kalah. Pajero Sport mobil ingkang paling tangguh.",neutral,positive,neutral,neutral,neutral,neutral
"Si gesit irit, motor Honda Beat series taun 2011, ingkang mesthi setia ndherek kula golek rejeki ing kala panas lan jawah, siang lan dalu.",positive,positive,neutral,neutral,neutral,neutral
"Menawi saking desain, Veloz juara, Avanza tebih.",neutral,neutral,neutral,negative,neutral,neutral
"Toyota Calya pancen cocok kangge kulawarga, irit BBM, enak dipun-ginakaken.",positive,neutral,positive,neutral,neutral,neutral
"Ertiga pancen gampang dipun-ginakaken.",neutral,neutral,positive,neutral,neutral,neutral
"Boten nyesel tumbas mobil Honda. Boten kalah bandel, irit, lan awet. Kula sampun ngginakaken Jazz.",positive,positive,neutral,positive,neutral,neutral
"Fortuner, suku cadangipun gampang dipun-temokaken ing pundi kemawon.",neutral,neutral,neutral,positive,neutral,neutral
"Sasampunipun ningali Wuling Almaz, ningali Mobilio kaliyan Veloz malah kados regetan.",neutral,neutral,negative,neutral,neutral,neutral
"Kula minangka panganggo Kijang Innova boten nate kuciwa lan sangat puas, perawatanipun ugi boten mekso larang, pokokipun mantap.",neutral,neutral,positive,neutral,neutral,positive
"Menawi dipun-pilih, mesthi milih CX-3, dong.",neutral,neutral,positive,neutral,neutral,neutral
"Ternyata layanan bengkel Toyota boten sae, angin ban bukannya dipun-tambah malah namung dipun-semir, punapa gunanipun? Cetha-cetha kurang angin kados makaten.",neutral,neutral,neutral,neutral,neutral,negative
"Desain velg alloy Veloz ugi dipun-gantos, juragan. Miturut kula desainipun sangat sae lan kesengsem sporty, juragan.",neutral,neutral,neutral,positive,neutral,neutral
"Beat cukup ekonomis kangge mahasiswa.",neutral,neutral,neutral,neutral,positive,neutral
"Menawi Xenia, mak nyus!",neutral,neutral,positive,neutral,neutral,neutral
"Gila sih, punika Xenia, bandel juara, dipun-ginakaken rame-rame ugi tetep bandel.",neutral,positive,neutral,neutral,neutral,neutral
"Ingkang langkung nyenengake saking Daihatsu Terios menika hemat bahan bakar.",positive,neutral,neutral,neutral,neutral,neutral
"Fortuner modelipun bapak-bapak, Pajero modelipun lare enom.",neutral,neutral,neutral,positive,neutral,neutral
"Menawi kula, langkung milih Datsun Cross, reginipun langkung mirah, awakipun langkung kekar.",neutral,neutral,neutral,positive,positive,neutral
"CHR desainipun gado-gado, kados ndeleng mobil ingkang dipun-campur-campur.",neutral,neutral,neutral,negative,neutral,neutral
"Wah, mirah menika. Namung modal DP kemawon, saged kangge Grab Car, murah meriah, tasih saged kangge Grab Car.",neutral,neutral,neutral,neutral,positive,neutral
"Karimun Wagon kemawon, bang, langkung mirah.",neutral,neutral,neutral,neutral,positive,neutral
"Honda namung unggul saking mesin, menawi fitur kaliyan interior, parah... ugi larang. Jokipun tipis, damel tepos menawi lelampahan dangu.",neutral,positive,neutral,negative,negative,neutral
"avanza eca dipunagem. cocok sanget damel mobil keluwargi. reginipun mboten patos awis damel mobil kaliyan spesifikasi ingkang lumayan.",neutral,neutral,positive,neutral,positive,neutral
"avanza veloz 1.5 type 1.5 gipun mawon mboten pajeng sanget lan mboten nate kepriksan wonten ratan.",neutral,neutral,negative,neutral,neutral,neutral
"duh ni bengkel mitsubishi, awon kali sih. kados kandang mawon bengkelipun.",neutral,neutral,neutral,neutral,neutral,negative
"bengkel @hondaarista jatinegara not recommended. payah. sampun booking servis nanging dipundhawuhi mengantri.",neutral,neutral,neutral,neutral,neutral,negative
"konsumsi bahan besmi ingkang cekap irit midherek kula inggih menika poin wigatos saking calya menika.",positive,neutral,neutral,neutral,neutral,neutral
"avanza nyengkuyung sanget profesi ingkang kula lampahi amargi bbm ipun irit.",positive,neutral,neutral,neutral,neutral,neutral
"menika ruang tengga bengkel @toyotaid paling nyaman. meh 3 tabuh lan taksih kraos. pelayanan ramah. ecanipun kagungan toyota.",neutral,neutral,neutral,neutral,neutral,positive
"xenia 1.300 cc mesinipun lincah lan saged rame-rame hehe.",neutral,positive,positive,neutral,neutral,neutral
"tanduk logo mawon, regi minggah dasanan yuta.",neutral,neutral,neutral,neutral,negative,neutral
"avanza ugi tamtunipun nyaman dikendarai.",neutral,neutral,positive,neutral,neutral,neutral
"mobil menika sanget-sanget over price bos, untung menang merek.",neutral,neutral,neutral,neutral,negative,neutral
"suzuki karimun gx mboten naming bandel lan ngagungani kabin wiyar nanging ugi irit.",positive,positive,neutral,positive,neutral,neutral
"all-new brio kaliyan regi termurah 135-an yuta mboten prayogi.",neutral,neutral,neutral,neutral,negative,neutral
"sasampunipun priksa menika kula saestu badhe mundhut honda cr-v.",neutral,neutral,positive,neutral,neutral,neutral
"grand livina xv at 2008 ngelitikipun jahat mas/jeng samenika ugi lumayan boros.",negative,negative,neutral,neutral,neutral,neutral
"gua miyos pilih fortuner amargi tampilanipun gagah mboten kados pajero.",neutral,neutral,negative,neutral,neutral,neutral
"tindak nyambut damel saben dinten miyos eca agem honda vultus.",neutral,neutral,positive,neutral,neutral,neutral
"driver miyos nyaman kaliyan posisi perseneling ingkang unik. matur nuwun sigra.",neutral,neutral,neutral,positive,neutral,neutral
"midherek kula kagem service, honda miyos sae saking nissan.",neutral,neutral,neutral,neutral,neutral,negative
"mobil ingkang cocok sanget lan nyaman sanget dipunagem wekdal sareng keluwargi, suwanten mesin ingkang lembat, eksterior ingkang nyaman dipunpriksani, interioripun ugi menarik, kejawi menika hemat bahan besmi.",positive,positive,positive,positive,neutral,neutral
"mboten lepat pilih avanza. sampun 10 warsa mobil avanza kula taksih saged melaju kenceng kaliyan optimal.",neutral,positive,neutral,neutral,neutral,neutral
"avanza kanca paling sae kagem wonten sedaya medan margi, plus reginipun taksih terjangkau.",neutral,neutral,positive,neutral,positive,neutral
"mesin bandel lan irit dados alesan kathah keluwargi wonten indonesia milih agya dados mobil pertami piyambakipun sedaya.",positive,positive,neutral,neutral,neutral,neutral
"jakarta-bandung agem xenia naming 1 sapalih tabuh. estu mesin ingkang tanggen sanget.",neutral,positive,neutral,neutral,neutral,neutral
"kula sih kaliyan pribadi marem sanget sami xeli. nyaman.",neutral,neutral,positive,neutral,neutral,neutral
"kula nate agem karimun saderengipun mobil kula ingkang samenika, midherek kula menika lcgc paling nyaman, paling mirah.",neutral,neutral,positive,neutral,positive,neutral
"kelemahan daihatsu sigra inggih menika bodinipun ringkih lan kirang kedap suwanten jawi.",neutral,neutral,neutral,negative,neutral,neutral
"toyota avanza, low mpv kaliyan jaringan penjualan lan purnajual paling kathah.",neutral,neutral,positive,neutral,positive,neutral
"xenia ingkang 1000 cc kagungan handling ingkang miyos lincah lan enteng.",neutral,neutral,neutral,positive,neutral,neutral
"vario bentukipun seksi damel boncengan nggih nyaman lan aman sistem sedaya sampun canggih lan bbm irit wonten dompet kula lan panjenengan sami.",positive,neutral,neutral,positive,neutral,neutral
"awalipun kula mundhut motor ing warsa 2016, alhamdulillah ngantos samenika motor kula taksih irit lan tanggen wonten ratan.",positive,positive,neutral,neutral,neutral,neutral
"menawi dipunbandingaken saking segi servicenipun nissan tebih miyos inggil daripada toyota ingkang asal-asalan.",neutral,neutral,neutral,neutral,neutral,negative
"trose tiyang ingkang xi malah miyos irit saking ingkang li niki.",negative,neutral,neutral,neutral,neutral,neutral
"cobi mawon dipunbandingaken damel plajeng mesthi brio miyos lincah daripada calya.",neutral,negative,neutral,neutral,neutral,neutral
"kagem kula piyambak ingkang sampun ngagungani terios x deluxe mt, kula cekap marem menapa ingkang sampun kula kagungani matur nuwun daihatsu.",neutral,neutral,positive,neutral,neutral,neutral
"mobil kula xenia 1.300 cc irit dipakainipun.",positive,neutral,neutral,neutral,neutral,neutral
"toyota rush gagah lan tanggen wonten medan ingkang terjal sapisana lan nyaman wonten ratan ingkang mulus.",neutral,neutral,positive,neutral,neutral,neutral
"mobilio tarikan lembat sanget menang telak daripada agya kawon tebih.",neutral,negative,neutral,neutral,neutral,neutral
"scoopy keren sanget bodyipun ugi unik lan cocok damel putra timur kebak gaya.",neutral,neutral,positive,positive,neutral,neutral
"avanza 1.3 l estu irit menawi dipunasta 60-80 km/tabuh.",positive,neutral,neutral,neutral,neutral,neutral
"kenging menapa sekelas fortuner dereng wonten sunroofipun nggih.",neutral,neutral,neutral,negative,neutral,neutral
"reginipun 4x4ipun fortuner miyos worth it wonten banding pajero sport.",neutral,neutral,neutral,neutral,negative,neutral
"menawi brio senyaman menika mboten papa badhe macet dangu ugi tetep kraos wonten lebet.",neutral,neutral,positive,neutral,neutral,neutral
"midherek kula mawon niki, pasuryan enakan sirion, kagem pocong eca brio.",neutral,neutral,neutral,positive,neutral,neutral
"pengalaman kala-wingi sewa rental wonten bali koplingipun radi inggil dados pas inggah-inggah radi menahan-nahan kados menika kirang gesit padahal karimun.",neutral,neutral,neutral,negative,neutral,neutral
"motor honda beat matic ingkang setunggal menika midherek kula estu cocok damel sadayaning kalangan, saking segi regi ingkang mirah nanging mboten ndamel produk menika asal-asalan.",neutral,neutral,positive,neutral,positive,neutral
"tampilan avanza bergaya kas crossover menika ngagungani kesan sporty lan agresif.",neutral,neutral,neutral,positive,neutral,neutral
"nggih sampun kula mboten ragu-ragu pundhut calya menika damel dintenan.",neutral,neutral,positive,neutral,neutral,neutral
"soalipun midherek kula wuling confero s 1.5 tipe paling inggil reginipun miyos mirah naming 160 jutaan.",neutral,neutral,neutral,neutral,positive,neutral
"kaliyan reginipun terjangkau mobil avanza menika taksih dipunremeni masyarakat indonesia dados mobil keluwargi pilihan.",neutral,neutral,neutral,neutral,positive,neutral
"sayang mboten wonten gps map ipun kados versi ingkang dangu. padahal lumayan damel dhateng kondangan wonten pelosok ingkang sekel sinyal. screen mirror ugi masa agem kabel mawon sagedipun.",neutral,neutral,neutral,negative,neutral,neutral
"kagem njagi performa paling sae innova menika mboten betah kathah biaya servis kados mobil kula rumiyin.",neutral,neutral,neutral,neutral,neutral,positive
"kabin ngajeng tengah lan wingking miyos lega lan nyaman pajero sport dipunbanding fortuner.",neutral,neutral,neutral,negative,neutral,neutral
"bapak kula kagungan gl ingkang facelift 2013, dumugi mriki taksih sae, mesin taksih eca + bensin v-power, dereng nate tedhak mesin.",neutral,positive,positive,neutral,neutral,neutral
"pungkasan service dhateng bengkel daihatsu warsa 2016. radi awis sih estu. ehe.",neutral,neutral,neutral,neutral,neutral,negative
"sedayanipun marem sanget sih agem hrv.",neutral,neutral,positive,neutral,neutral,neutral
"mesinipun avanza bandel lan nyaman dipunagem.",neutral,positive,positive,neutral,neutral,neutral
"mobil avanza mboten terlau awis, nanging kathah fitur ingkang nyengkuyung.",neutral,neutral,neutral,positive,positive,neutral
"menawi ertiga body oke lah minimalis ngoten, nanging tarikan alon sanget.",neutral,negative,neutral,positive,neutral,neutral
"kula dukung mobil fortuner.",neutral,neutral,positive,neutral,neutral,neutral
"honda beat sumerep sanget wonten wekdal kantong malih tipis mboten nate rewel, mesin taksih lembat terus sanadyan saben dinten dipunasta perjalanan tebih terus.",neutral,positive,positive,neutral,neutral,neutral
"calya mlajengipun ugi lumayan kenceng mantep jiwa.",neutral,positive,neutral,neutral,neutral,neutral
"sayangipun veloz taksih ngagem dilah halogen sanes led nggih juragan.",neutral,neutral,neutral,negative,neutral,neutral
"hrv menika kagungan ultra seat dados asta barang ingkang jangkung utawi badhe menyembunyikan barang saged wonten ngandhap jok. keren sih.",neutral,neutral,neutral,positive,neutral,neutral
"honda brio kelebet ingkang cekap ekonomis wonten kelasipun.",neutral,neutral,neutral,neutral,positive,neutral
"kaliyan service kagem konsumen daihatsu taksih miyos sae dipunbanding toyota.",neutral,neutral,neutral,neutral,neutral,negative
"cekap sawulan damel inden fortuner mboten sugih xpander dumugi sawarsa.",neutral,neutral,neutral,neutral,neutral,negative
"scoopy kayanipun estu dipundamel kagem putra timur ingkang oke pokokipun.",neutral,neutral,positive,neutral,neutral,neutral
"remen deh kaliyan pilihan mobil avanza ingkang setunggal menika, tenaga sae lan bandel.",neutral,positive,neutral,neutral,neutral,neutral
"4 warsa agem altis, kebukti sih menika mobil mesinipun bandel sanget.",neutral,positive,neutral,neutral,neutral,neutral
"menika kula mawon ingkang rumaos bensin xenia boros sanget menapa estu nggih sih.",negative,neutral,neutral,neutral,neutral,neutral
"pajero sport lah! fitur safetyipun miyos cakep daripada fortuner.",neutral,neutral,neutral,negative,neutral,neutral
"njrit, awis sanget, vario perawatan naming betah gantos oli mesin sami gardan, menawi wonten ingkang betah dipun-gantos nggih kula gantos piyambak, kula mending pawitan sakedhik mundhut toolkits damel bingkar motor daripada dipunasta dhateng bengkel resmi, remen ngaco bengkel resmi.",neutral,neutral,neutral,neutral,neutral,negative
"chr = regi selangit, fitur kirang joss.",neutral,neutral,neutral,negative,negative,neutral
"bengkel honda payah bro! ngaret. bengkel sebelah on time. #noted.",neutral,neutral,neutral,neutral,neutral,negative
"keren pajero bro... fortuner mah langkung.",neutral,neutral,negative,neutral,neutral,neutral
"yahama aerox 155 vva akselerasi estu top.",neutral,positive,neutral,neutral,neutral,neutral
"scoopy kece. bensin irit dipunasta tebih nggih mboten rewel. mboten kathah buang-buang arta wekdal servis.",positive,neutral,positive,neutral,neutral,positive
"daihatsu sigra, tangki bensin rawan bocor amargi kadamel saking bahan plastik.",neutral,neutral,neutral,negative,neutral,neutral
"midherek kula menika mobil radi cengeng sih, utawi kathah penyakit, midherek pendapat kula.",neutral,neutral,negative,neutral,neutral,neutral
"grand livina xv matic kula nyaman sanget, mboten nate wonten masalah gadhah artos. nissan top.",neutral,neutral,positive,neutral,neutral,neutral
"altis kula warsa 2001 istimewa sanget.",neutral,neutral,positive,neutral,neutral,neutral
"desain unibody menika maringaken kesagahan miyos dhateng avanza lebet nahan beban lan menika salah setunggal poin dipunbandingaken kaliyan para pesaingipun juragan.",neutral,neutral,neutral,positive,neutral,neutral
"duka kenging menapa kula priksa mobil menika mboten proporsional saking sisi wingking.",neutral,neutral,neutral,negative,neutral,neutral
"midherek gw sih fortuner menang tebih saking segi kemewahanipun daripada pajero ingkang kampungan sanget.",neutral,neutral,negative,neutral,neutral,neutral
"midherek kula pribadi: vario 150 2018 naming santun mawon. mesin lan rem kirang maremaken amargi mboten wonten peningkatan.",neutral,negative,neutral,negative,neutral,neutral
"menawi trose tukang bengkel, xenia inggih menika mobil irit. irit bensin (keparing 1:12).",positive,neutral,neutral,neutral,neutral,neutral
"menawi wonten hrv prestige.. mesthi juwara wonten ngriki.",neutral,neutral,positive,neutral,neutral,neutral
"rayi kula ugi agem hrv nanging ingkang 1500, menawi saweg nebeng wonten kursi wingking estu nyaman sanget wiyar.",neutral,neutral,neutral,positive,neutral,neutral
"kala-wau siyang pinarak dhateng dealer mobil toyota bintaro, nanya-nanipun mobil avanza. sales girl ipun pelayananipun mboten ramah sanget. tiyang kados ngoten dijadiin sales mobil.",neutral,neutral,neutral,neutral,neutral,negative
"wuling confero mobil nyaman damel keluwargi.",neutral,neutral,positive,neutral,neutral,neutral
"honda hrv cvt ipun alon (mboten ngertos ingkang 1.8).",neutral,neutral,neutral,negative,neutral,neutral
"suzuki all new ertiga samenika saya awis.",neutral,neutral,neutral,neutral,negative,neutral
"regi ignis sae sanget kagem regi mobil semriku.",neutral,neutral,neutral,neutral,positive,neutral
"toyota regi kawisen, kwalitet nedhak, layanan purnajual nedhak.",neutral,neutral,negative,neutral,negative,negative
"service toyota estu mboten nate nguciwakaken.",neutral,neutral,neutral,neutral,neutral,positive
"vario tebih miyos boros daripada mio.",negative,neutral,neutral,neutral,neutral,neutral
"suspensi eca pajero sport bro sanes fortuner.",neutral,neutral,neutral,negative,neutral,neutral
"sanadyan honda brio bodyipun oke nanging menawi mesinipun mboten sae nggih kagem menapa.",neutral,negative,neutral,positive,neutral,neutral
"toyota rush menika perawatanipun gampil, bengkel kathah wonten pundi-pundi.",neutral,neutral,neutral,neutral,neutral,positive
"dumugi wekdal menika brand mobil paling maremaken kula kaliyan sedayanipun: value, kwalitet mobil, purnajual taksih toyota.",neutral,neutral,positive,neutral,positive,neutral
"remen sami brio amargi lincah lan gesit sanget kagem dipunasta dhateng pundia, calya kawon tebih pokokipun.",neutral,negative,neutral,neutral,neutral,neutral
"gl menika midherek kula, eca dikendarai saking perspektif pengemudi.",neutral,neutral,positive,neutral,neutral,neutral
"wuling cortez menika kadosipun nyaman sanget sih daripada avanza.",neutral,neutral,negative,neutral,neutral,neutral
"tresna sanget kaliyan pilihan warni honda jazz ingkang damel gemas.",neutral,neutral,neutral,positive,neutral,neutral
"kidang kapsul wiyar nanging boros bensin, avanza irit nanging ripak, huh.",positive,neutral,neutral,negative,neutral,neutral
"kula miyos dhateng mobilio amargi saking segi tenaga miyos inggil.",neutral,positive,neutral,neutral,neutral,neutral
"mitsubishi menika mobil ingkang perawatanipun gampil, eca sanget.",neutral,neutral,neutral,neutral,neutral,positive
"mantep ugi niki ketahanan mesin mobilipun wuling confero l, auto kathah ingkang mundhut damel taksi online.",neutral,positive,neutral,neutral,neutral,neutral
"jazz tenaganipun oke sanget daripada brio kawon tebih.",neutral,negative,neutral,neutral,neutral,neutral
"kula miyos cenderung vrz kagungan daya tarik piyambakan.",neutral,neutral,positive,neutral,neutral,neutral
"kajangkepan fitur sami kapasitas cc lan power ingkang miyos gede.. sirion miyos kathah keunggulan.",neutral,positive,neutral,positive,neutral,neutral
"kula agem all new honda brio satya e gan, nyaman sanget lan good, menapa malih brandipun h, benten kaliyan suzuki ignis lan daihatsu sirion.",neutral,neutral,negative,neutral,neutral,neutral
